GlobalID,ElementName,AltName,Definition,Format,HasOptionSet,UsageNotes,URL,Version,TermID,ChangedInThisVersionInd,ChangeNotes,TechnicalName,TableName,Domain
913,Learning Resource Subject Name,,The descriptive name for the subject of the content for the learning resource.,Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19913,10,19913,,,LearningResourceSubjectName,,
914,Learning Resource Subject Code,,The code used to identify the organization of subject matter and related learning experiences addressed by the learning resource.,Alphanumeric - 30 characters maximum,FALSE,A promising practice is to use a URL as the Learning Resource Subject Code," that resolves to a web page describing a term in a subject taxonomy.  For example"," for ""Mathematics"""," the URL http://id.loc.gov/authorities/classification/BH301.M35.html points to the Library of Congress classification for ""Mathematics"".  For K12 curriculum ""SCED"" - School Courses for the Exchange of Data (SCED) may be used"," e.g. https://ceds.ed.gov/ScedCourseCodes.aspx#02031 is ""Mathematics (grade 1)""",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19914,LearningResourceSubjectCode,,
915,Learning Resource Subject Code System,,The system that is used to identify the organization of subject matter and related learning experiences addressed by the learning resource.,Alphanumeric - 30 characters maximum,FALSE,This may be a URL to a web page describing the subject code system or a name or abbreviation for the system if no authoritative web page exists.  When the associated learning resource Subject Code is a URL," that URL usually provides enough context so that the ""Subject Code System"" need not be specified.  However"," this may be the URL to a page describing the classification system and/or the entry point to the web hosted classification system.  E.g. for the Library of Congress Classification System use: http://id.loc.gov/authorities/classification.html",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19915,10,19915,LearningResourceSubjectCodeSystem,,
916,Learning Resource Date Created,,The date on which the resource was created.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19916,10,19916,,,LearningResourceDateCreated,,
917,Learning Resource Creator,,The name of a person or organization credited with the creation of the resource.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19918,10,19918,,,LearningResourceCreator,,
918,Learning Resource Publisher Name,,The name of the organization credited with publishing the resource.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19919,10,19919,,,LearningResourcePublisherName,,
919,Learning Resource Language,,The primary language of the resource.,,TRUE,"The CEDS ISO 639-2 Language Code option set comes from the &lt;a href=""http://www.loc.gov/standards/iso639-2/langhome.html""&gt;ISO 639-2 standard&lt;/a&gt;"," the character encoding in ISO 8859-1 download.  Discontinued codes from the ISO standard are not included in the CEDS list.&lt;BR/&gt;Note: For accessible resources LRMI uses language codes from the IETF BCP 47 standard which also refers to ISO 639. (Equivalent of the AfA languageOfAdaptation property.)",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19920,10,19920,,LearningResourceLanguage,,
921,Learning Resource License URL,,The URL where the owner specifies permissions for using the resource.,Alphanumeric - 512 characters maximum,FALSE,Ex: �http://creativecommons.org/licenses/by/3.0/�,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19922,10,19922,,,LearningResourceLicenseURL,,
922,Learning Resource Based on URL,,A resource that was used in the creation of this resource. This term can be repeated for multiple sources.,Alphanumeric - 512 characters maximum,FALSE,Ex: �http://example.com/great-multiplication-intro.html�,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19923,10,19923,,,LearningResourceBasedOnURL,,
923,Learning Resource Intended End User Role,,The individual or group for which the resource was produced.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19924,10,19924,,,LearningResourceIntendedEndUserRole,,
924,Learning Resource Time Required,,The approximate or typical time it takes to work with or through this learning resource for the typical intended target audience.,HH:MM,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19925,10,19925,,,LearningResourceTimeRequired,,
925,Learning Resource Typical Age Range Minimum,,The minimum for the typical range of ages of the content�s intended end user.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19926,10,19926,,,LearningResourceTypicalAgeRangeMinimum,,
926,Learning Resource Typical Age Range Maximum,,The maximum for the typical range of ages of the content�s intended end user.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19927,10,19927,,,LearningResourceTypicalAgeRangeMaximum,,
927,Learning Resource Interactivity Type,,The predominate mode of learning supported by the learning resource. Acceptable values are active," expositive"," or mixed.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19928,10,19928,LearningResourceInteractivityType,,
928,Learning Resource Type,,The predominate type or kind characterizing the learning resource.,,TRUE,A community of SEAs have agreed to use a limited set of Learning Resource Type options when tagging learning resources in shared resource repositories. The options defined for this element align with those common tagging specifications.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19929,10,19929,,,LearningResourceType,,
929,Learning Resource Text Complexity Value,,The complexity of the text using the scaling system defined by Text Complexity System," e.g. Lexile(tm).",Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19930,10,19930,,LearningResourceTextComplexityValue,,
930,Learning Resource Text Complexity System,,The scaling system used to specify the text complexity of an Learning Resource,Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19931,10,19931,,,LearningResourceTextComplexitySystem,,
931,Assessment Short Name,,An abbreviated title for an assessment.,Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19932,10,19932,,,AssessmentShortName,,
932,Assessment Family Title,,The full title of the Assessment Family. An Assessment Family is a set of assessments with a common name," jurisdiction"," or focus"," such as Graduate Record Exam or National Assessment of Educational Progress.",Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19933,10,AssessmentFamilyTitle,,
933,Assessment Family Short Name,,The abbreviated title of the Assessment Family. An Assessment Family is a set of assessments with a common name," jurisdiction"," or focus.",Alphanumeric - 30 characters maximum,FALSE,Examples: SAT," GRE"," NAEP",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19934,AssessmentFamilyShortName,,
934,Learner Action Type,,The type of action taken by the learner.,,TRUE,"The CEDS Learner Action Type option set comes from the &lt;a href=""https://w3id.org/xapi/adl""&gt;ADL Controlled Vocabulary&lt;/a&gt;"," xAPI specification.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19935,10,19935,,LearnerActionType,,
935,Learner Action Value,,The value representing input by the learner using an online system," such as a value entered in response to an assessment question"," or the URL of a learning resource link clicked.",Alphanumeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19936,10,19936,LearnerActionValue,,
937,Learner Action Date Time,,The date and time at which the action was taken.,YYYY-MM-DDTHH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19938,10,19938,,,LearnerActionDateTime,,
938,Learner Activity Language,,The default language used for the assignment.,,TRUE,"The CEDS ISO 639-2 Language Code option set comes from the &lt;a href=""http://www.loc.gov/standards/iso639-2/langhome.html""&gt;ISO 639-2 standard&lt;/a&gt;"," the character encoding in ISO 8859-1 download.  Discontinued codes from the ISO standard are not included in the CEDS list.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19939,10,19939,,LearnerActivityLanguage,,
939,Learner Activity Title,,The title�for work assigned to the learner," which can comprise of learning resources"," activities"," and assessments.",Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19940,10,LearnerActivityTitle,,
940,Learner Activity Description,,The description and context for the assignment  described in a way that the learner can understand.,Alphanumeric - 300 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19941,10,19941,,,LearnerActivityDescription,,
941,Learner Activity Prerequisite,,The description of the skills or competencies the student must have to engage in assignment.,Alphanumeric - 300 characters maximum,FALSE,Note: Prerequisites may also be referenced via an associated Learning Goal and Competency Set (prerequisites for individual competencies).  For some applications enumeration of the detailed prerequisites will have greater utility than a single descriptive field.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19942,10,19942,,,LearnerActivityPrerequisite,,
942,Learner Activity Type,,The type of work assigned to the learner.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19943,10,19943,,,LearnerActivityType,,
943,Learner Activity Creation Date,,The creation date of the assignment.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19944,10,19944,,,LearnerActivityCreationDate,,
944,Learner Activity Maximum Time Allowed,,The time required to complete the assignment.,Integer - greater than or equal to 0,FALSE,Time allowed is assumed to be unlimited if zero or omitted.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19945,10,19945,,,LearnerActivityMaximumTimeAllowed,,
945,Learner Activity Maximum Time Allowed Unit,,The unit of time of the�Maximum Time Allowed�value.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19946,10,19946,,,LearnerActivityMaximumTimeAllowedUnit,,
946,Learner Activity Due Date,,The date assignment is due.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19947,10,19947,,,LearnerActivityDueDate,,
947,Learner Activity Due Time,,The time the assignment is due.,HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19948,10,19948,,,LearnerActivityDueTime,,
948,Learner Activity Maximum Attempts Allowed,,The number attempts a student may make on this assignment. Assumed to be unlimited if zero or omitted.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19949,10,19949,,,LearnerActivityMaximumAttemptsAllowed,,
949,Learner Activity Add to Grade Book Flag,,Identifies the assignment as one that is graded.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19950,10,19950,,,LearnerActivityAddToGradeBookFlag,,
950,Learner Activity Release Date,,The date the student was informed about an assignment or that an automated system displays the assignment.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19951,10,19951,,,LearnerActivityReleaseDate,,
951,Learner Activity Weight,,The percentage weight of the assignment during the particular course or term.,Numeric - up to 3 digits before and 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19952,10,19952,,,LearnerActivityWeight,,
952,Learner Activity Possible Points,,The number of possible points for an assignment.,Numeric - up to 2 digits after decimal place,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19953,10,19953,,,LearnerActivityPossiblePoints,,
953,Learner Activity Rubric URL,,The Uniform Resource Locator pointing to a rubric that may be used to evaluate learner performance on the assignment.,Alphanumeric - 512 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19954,10,19954,,,LearnerActivityRubricURL,,
954,Assessment Item Response Scaffolding Item Flag,,Indicates that the response is to a scaffolding problem rather than the main/assigned problem.  A scaffolding item is a follow-up formative assessment item used to assess prerequisite or component skills," presented immediately after a learner gives an incorrect answer on the previous item.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19955,10,19955,,AssessmentItemResponseScaffoldingItemFlag,,
955,Assessment Item Response Hint Count,,The total number of hints presented as the learner responded to a formative assessment item.  This may include hints requested by the learner or hints automatically presented such as in an online tutoring system. Presentation of a scaffolding item is a separate response record and not counted as a hint.,Integer - greater than or equal to 0,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19956,10,19956,,,AssessmentItemResponseHintCount,,
956,Assessment Item Response Hint Included Answer,,Indicates that one of the hints presented included the correct answer.,,TRUE,"A typical scenario for an online tutoring application may present a series of hints for a formative assessment item with the last hint being the correct answer.  The learner must enter the correct answer before continuing.  This data element is a flag that the learner was presented with the ""bottom hint"""," which is the correct answer.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19957,10,19957,,AssessmentItemResponseHintIncludedAnswer,,
957,Assessment Item Response First Attempt Duration,,The amount of time in seconds or milliseconds that a person took to give an initial response," a first attempt to answer a formative assessment item.",HH:MM:SS or HH:MM:SS.sss,FALSE,Formative assessments often allow learners to make multiple attempts until a correct or acceptable answer is given.  In such cases it is valuable to know both the time it took for the initial response and the total time spent responding to the problem.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19958,10,19958,,AssessmentItemResponseFirstAttemptDuration,,
958,Assessment Item Response Start Time,,The time of day that the assessment item was presented to the learner.,HH:MM:SS or HH:MM:SS.sss,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19959,10,19959,,,AssessmentItemResponseStartTime,,
959,Assessment Item Response Start Date,,The date on which the assessment item was presented to the learner.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19960,10,19960,,,AssessmentItemResponseStartDate,,
961,Assessment Administration Code,,The code given to the assessment event by a state or other authority directing overall administration.,Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19962,10,19962,,,AssessmentAdministrationCode,,
962,Assessment Administration Start Date,,The start date of the time period designated for the assessment administration.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19963,10,19963,,,AssessmentAdministrationStartDate,,
963,Assessment Administration Start Time,,The start time of the time period designated for the assessment administration.,HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19964,10,19964,,,AssessmentAdministrationStartTime,,
964,Assessment Administration Finish Date,,The finish date of the time period designated for the assessment administration.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19965,10,19965,,,AssessmentAdministrationFinishDate,,
965,Assessment Administration Finish Time,,The finish time of the time period designated for the assessment administration.,HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19966,10,19966,,,AssessmentAdministrationFinishTime,,
966,Assessment Administration Organization Name,,The name of the organization with overall responsibility for the assessment event.,Alphanumeric - 60 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19967,10,19967,,,AssessmentAdministrationOrganizationName,,
967,Assessment Administration Assessment Family,,The title of the assessment family to be administered.,Alphanumeric - 60 characters maximum,FALSE,A typical scenario for an assessment administration is a state-wide administration of an accountability test.  For example," in Florida ""Florida Comprehensive Assessment Test"".",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19968,10,19968,,AssessmentAdministrationAssessmentFamily,,
968,Assessment Session Security Issue,,The description of a security issue," if any"," discovered for an administration of an assessment"," such as suspected cheating by a student or a teacher changing answers after a student takes the test.",Alphanumeric - 300 characters maximum,FALSE,For example: Suspected plagiarism ; Computer left test window ; Excessive response time ; Proctor suspected copying ; Student identity not confirmed ; No proctor present ; Student carried wireless mobile device during test ; Student terminated test early and restarted ; Excessive erasures on test form ; Response pattern identical to another student's,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19969,10,AssessmentSessionSecurityIssue,,
969,Assessment Item Response Security Issue,,The description of security issue," if any"," related to a learner's response to an assessment item.",Alphanumeric - 300 characters maximum,FALSE,For example: Suspected plagiarism ; Computer left test window ; Excessive response time ; Proctor suspected copying ; Student identity not confirmed ; No proctor present ; Student carried wireless mobile device during test ; Student terminated test early and restarted ; Excessive erasures on test form ; Response pattern identical to another student's,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19970,10,19970,AssessmentItemResponseSecurityIssue,,
970,Assessment Result Date Updated,,The most recent date that the result was calculated/updated.  The value should be the same as Assessment Result Date Created if the subtest has only been scored once," but may be different if the score was recalculated with a different result.",YYYY-MM-DD,FALSE,This flag is to handle cases when a subtest result is originally scored using incorrect parameters and then rescored," such as if the grade level attributed to the student was originally encoded incorrectly and later corrected.  An operational system may also capture the history of if rescored more than once.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19971,10,19971,AssessmentResultDateUpdated,,
971,Assessment Result Date Created,,The date on which the assessment result was generated.,YYYY-MM-DD,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19972,10,19972,,,AssessmentResultDateCreated,,
972,Teacher Student Data Link Exclusion Flag,,Indicates that the student is excluded from calculation of value-added or growth attribution calculations used for teacher evaluation.,,TRUE,The context for this element is the intersection of a teacher assignment to a Class/Section and a student enrollment to a Class/Section.  It may be represented in a data model as a separate entity such as Teacher Student Data Link Exclusion.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19973,10,19973,,,TeacherStudentDataLinkExclusionFlag,,
973,Demographic Race Two or More Races,,A person having origins in any of more than one of the racial groups.,,TRUE,To support backward compatibility for systems that cannot derive this," i.e. systems that use a single race/ethnicity element rather than separate flags that can indicate one or more ethnicities.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19974,10,19974,,DemographicRaceTwoOrMoreRaces,,
974,Course Section Enrollment Status Start Date,,The date on which the enrollment status began related to a student enrolled in an instance of a course.,YYYY-MM-DD,FALSE,Enrollment statuses may overlap," for example at one point in time a student may be both pre-registered and wait listed for enrollment in a course"," the start dates may be different and the end dates may be the same as the start date for ""enrolled"" status when the student moves off the wait list.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19975,10,19975,CourseSectionEnrollmentStatusStartDate,,
975,Course Section Enrollment Status End Date,,The date on which the enrollment status ended related to a student enrolled in an instance of a course.,YYYY-MM-DD,FALSE,Enrollment statuses may overlap," for example at one point in time a student may be both pre-registered and wait-listed for enrollment in a course"," the start dates may be different and the end dates may be the same as the start date for ""enrolled"" status when the student moves off the wait list. All CEDS Exit and End Dates represent the last day of the date range specified"," such as the last day that a person was enrolled"," participated"," or received services.",CourseSectionEnrollmentStatusEndDate,,
976,Course Section Enrollment Status Type,,The status related to a student enrollment in an instance of a course.,,TRUE,Enrollment statuses may overlap," for example at one point in time a student may be both pre-registered and wait listed for enrollment in a course"," the start dates may be different and the end dates may be the same as the start date for ""enrolled"" status when the student moves off the wait list.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19977,10,19977,CourseSectionEnrollmentStatusType,,
977,Assessment Administration Name,,The name given to an assessment event.,Alphanumeric - 30 characters maximum,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19978,10,19978,,,AssessmentAdministrationName,,
978,Course Section Identifier,,A unique number or alphanumeric code assigned by an institution," school"," school system"," state"," or other agency or entity for a particular course-section.",Alphanumeric - 40 characters maximum,FALSE,"CEDS ""Identifier"" elements reflect the intent of the XSD:Token format"," i.e. a string in which carriage return",CourseSectionIdentifier,,
979,Assessment Form Section Sequence Number,,The position of the assessment section presented in the sequence of sections within an assessment form.,Numeric,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19980,10,19980,,,AssessmentFormSectionSequenceNumber,,
980,Assessment Form Section GUID,,The globally unique identifier of an Assessment Form Section using a RFC 4122 compliant hexadecimal string.,Alphanumeric - 40 characters maximum,FALSE,"CEDS ""GUID"" elements are defined as RFC 4122 compliant 32-character hexadecimal strings (36 characters with dashes). For example"," 21EC2020-3AEA-1069-A2DD-08002B30309D. &lt;br/&gt;&lt;br/&gt;Values MAY be encoded using a hash function such as HMAC-MD5 or HMAC-SHA1"," resulting in a string up to 40 characters.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19981,10,19981,AssessmentFormSectionGUID,,
981,Assessment GUID,,The globally unique identifier of an Assessment using a RFC 4122 compliant hexadecimal string.,Alphanumeric - 40 characters maximum,FALSE,"CEDS ""GUID"" elements are defined as RFC 4122 compliant 32-character hexadecimal strings (36 characters with dashes). For example"," 21EC2020-3AEA-1069-A2DD-08002B30309D. &lt;br/&gt;&lt;br/&gt;Values MAY be encoded using a hash function such as HMAC-MD5 or HMAC-SHA1"," resulting in a string up to 40 characters.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19982,10,19982,AssessmentGUID,,
982,Accreditation Agency,,The agency that accredited a program.,,TRUE,Organization Name may be used with Organization Type='Accrediting Organization' when Accreditation Agency is set to 'Other Accreditation Agency.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19983,10,19983,,,AccreditationAgency,,
983,Administrative Policy Type,,A type of administrative policy used by a program.,,TRUE,More than one Administrative Policy Type may apply.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19984,10,19984,,,AdministrativePolicyType,,
984,Facility Licensing Status,,The status of the facility license.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19985,10,19985,,,FacilityLicensingStatus,,
985,Session Start Time,,The hour," minute and second on which a session begins.",HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19986,10,19986,,SessionStartTime,,
986,Session End Time,,The hour," minute and second on which a session ends.",HH:MM:SS,FALSE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19988,10,19988,,SessionEndTime,,
987,Employed While Enrolled,,An individual who is a paid employee or works in his or her own business," profession"," or farm"," as reported through the State Unemployment Insurance Wage Report"," FEDES"," or WRIS"," and at the same time is enrolled in secondary"," postsecondary"," or adult education or workforce programs.",EmployedWhileEnrolled,,
988,Employed After Exit,,An individual who is a paid employee or works in his or her own business," profession"," or farm"," as reported through the State Unemployment Insurance Wage Report"," FEDES"," or WRIS"," after exiting secondary"," postsecondary"," or adult education or workforce programs.",EmployedAfterExit,,
989,Quarterly Earnings,,The quarterly amount paid to individuals found employed during the reference period.,Numeric - up to 2 digits after decimal place,FALSE,"Workforce Notes: Quarterly earnings are the sum of all the reported earnings for each individual for all jobs held during the reference quarter. ""Reference"" quarter is the period of employment defined by the agency for its purposes either for students who are enrolled or after they exit. The amount is expressed as a numeric dollar amount. Note that it may be desirable to collect these data over time"," in a longitudinal sense"," to measure things related to persistence and growth in employment.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=19991,10,19991,QuarterlyEarnings,,
990,Employment Location,,The state or other location in which an individual is found employed.,,TRUE,Workforce Notes: The most commonly available indication of where employment is located is at the state level. While federal data resources provide indicators outside of the United States," these resources will not represent the majority of the students found employed"," which will be based on state UI Wage Data. There may"," in some instances"," be multiple states where employment is found. Note that it may be desirable to collect these data over time"," in a longitudinal sense",EmploymentLocation,,
991,Person Employed in Multiple Jobs Count,,The number of jobs held by a person during the reference period.,Integer - greater than or equal to 0,FALSE,Workforce Notes: The data sources represent employment during a three month period. Students found employed may have multiple jobs during a reference period with no indication of their sequence. The option set provides a set of numeric ranges for these instances. Many states report these numbers," some as indications of employment stability. Note that it may be desirable to collect these data over time"," in a longitudinal sense"," to measure things related to persistence"," change"," and growth in employment.",PersonEmployedInMultipleJobsCount,,
992,Employment Record Reference Period Start Date,,The year," month"," and day of the first day of the employment record reference period.",YYYY-MM-DD,FALSE,The reference quarter is the 13-week period around which employment and earnings data are collected. For unemployment insurance purposes," quarters are defined by 13-week periods. In most state cases"," a reference quarter is defined to coincide with an enrollment period (e.g."," a term or semester) or as a certain number of quarters after exiting a program",EmploymentRecordReferencePeriodStartDate,,
993,Employment Record Reference Period End Date,,The year," month"," and day of the last day of the employment record reference period.",YYYY-MM-DD,FALSE,The reference quarter is the 13-week period around which employment and earnings data are collected. For unemployment insurance purposes," quarters are defined by 13-week periods. In most state cases"," a reference quarter is defined to coincide with an enrollment period (e.g."," a term or semester) or as a certain number of quarters after exiting a program",EmploymentRecordReferencePeriodEndDate,,
994,Employment Record Administrative Data Source,,Administrative data source of information used to collect employment and earnings-related data.,,TRUE,For over 25 years," states have relied upon administrative data sources to document the employment and earnings of students and former students. The sources listed are complementary"," rather than alternatives. That is"," State UI records only include information for employees within a state's boundaries. The WRIS II system can provide employment data for other states (from their UI wage record systems). State UI records do not include information about federal or postal service employment"," nor do they contain information about military enlistments. FEDES provides access to that information. Ideally"," an entity will use UI",EmploymentRecordAdministrativeDataSource,,
997,Workforce Program Type,,The type of workforce and employment development program that an individual is participating in.,,TRUE,A reference period for identifying program participation during or after enrollment in secondary education," postsecondary education"," or adult education will have to be defined by the agency in collaboration with other agency partners.  At this point this element is intended only to indicate program participation and does not delve into programmatic details"," persistence"," or completion.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20000,WorkforceProgramType,,
998,Workforce Program Participation Start Date,,The year," month"," and day of the first day of the reference period during which data are matched between education and workforce data sources.",YYYY-MM-DD,FALSE,"Agencies define the time period for this collection around an enrollment period or exit date with a to-be defined lag period following an exit event. Enrollment periods are defined in CEDS for K12 and postsecondary students. The term ""exit"" includes leaving education for any reason including dropping out or graduating with or without a credential. Exiting conditions are defined in CEDS for K12 and postsecondary students.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20001,10,20001,WorkforceProgramParticipationStartDate,,
999,Workforce Program Participation End Date,,The year," month"," and day of the last day of the reference period during which data are matched between education and workforce data sources.",YYYY-MM-DD,FALSE,"Agencies define the time period for this collection around an enrollment period or exit date with a to-be defined lag period following an exit event. Enrollment periods are defined in CEDS for K12 and postsecondary students. The term ""exit"" includes leaving education for any reason including dropping out or graduating with or without a credential. Exiting conditions are defined in CEDS for K12 and postsecondary students.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20002,10,20002,WorkforceProgramParticipationEndDate,,
1000,Assessment Early Learning Developmental Domain,,Developmental domains related to early learning and used for assessing a child's kindergarten readiness.,,TRUE,Used by states in reporting Kindergarten Entry Assessment (KEA) results as defined for some federal grant programs.&lt;BR/&gt;&lt;BR/&gt;For each domain used by the state," the state would provide:&lt;BR/&gt;- The total number of children who participated in the KEA for each domain&lt;BR/&gt;- The number of children who participated in the KEA for each domain AND was at or above what the state defines as �ready� for kindergarten for that domain.&lt;BR/&gt;&lt;BR/&gt;The counts may be calculated using unit-level data defined for Assessment Subtest (scoring method and what is being measured"," e.g. the Domain)"," related Assessment Performance Levels (e.g. ""Ready"")"," related to each student Assessment Result.",https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20003,AssessmentEarlyLearningDevelopmentalDomain,,
1001,Special Needs Policy,,Program ensures that policies are in place for  Individualized Education Programs (IEPs) or Individual Family Service Plans (IFSPs) to meet the child's unique needs.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20004,10,20004,,,SpecialNeedsPolicy,,
1002,Learning Resource Educational Use,,The purpose of the work in the context of education.,,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20005,10,20005,,,LearningResourceEducationalUse,,
1003,Assessment Participant Session Delivery Device Details,,The details about the device or platform by with which the assessment was delivered to the learner.,Alphanumeric - 300 characters maximum,FALSE,For example web browser version and screen resolution.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20006,10,20006,,,AssessmentParticipantSessionDeliveryDeviceDetails,,
1004,Assessment Personal Needs Profile Assigned Support,,Defines whether or not the individual needs the kind of support defined by the entity.,,TRUE,This flag may apply to any need within the Assessment Personal Need Profile.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20007,10,20007,,,AssessmentPersonalNeedsProfileAssignedSupport,,
1005,Assessment Personal Needs Profile Activate by Default,,Determines if the alternative accessible content is rendered as the default content for the learner.,,TRUE,This flag may apply to any need within the Assessment Personal Need Profile.,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20008,10,20008,,,AssessmentPersonalNeedsProfileActivateByDefault,,
1006,Assessment Provider,,Identifies the provider or publisher of the assessment.,Alphanumeric - 30 characters maximum,FALSE,AIF property,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20009,10,20009,,,AssessmentProvider,,
1007,Assessment Result Preliminary Indicator,,If this score is preliminary," then this attribute value should be set.  Preliminary scores may be provided for early use by the assessment program or user while final scoring is occurring.",,TRUE,,https://ceds.ed.gov/CEDSElementDetails.aspx?TermId=20010,10,20010,,AssessmentResultPreliminaryIndicator,,
